exp_id,exp_name,investigators,researchers,attachments,n_fcs_files_total,n_fcs_files_parse
FR-FCM-ZZMC,High-dimensional analysis of acute myeloid leukemia reveals phenotypic changes in persistent cells during induction therapy,Brent Ferrell,Brent Ferrell,NA,47,30
FR-FCM-ZZMW,Zebrafish sperm cells,Huiping Yang,Huiping Yang,NA,4,4
FR-FCM-ZZMJ,Flow analysis of CD200_CD200R and Mincle,siddappa byrareddy,siddappa byrareddy,NA,53,30
FR-FCM-ZZML,Mobilization of cells through acute exercise in metabolic syndrome patients,Ralph Wonner,Ralph Wonner,NA,40,30
FR-FCM-ZZMM,Glioblastoma-MSC communication modulates expression of kinin receptors,Micheli  Pillat,Micheli  Pillat,NA,6,6
FR-FCM-ZZMX,EVs in Rat Plasma,John Nolan,John Nolan,NA,9,9
FR-FCM-ZZNA,Cooling water ecosystem (SCK-CEN),Ruben Props,Ruben Props,"new(""attachmentProxy"", description = NULL, name = ""Metadata_FCM_SCK.xls"", url = ""https://flowrepository.org/experiments/746/attachments/1216/download"", size = 37888, md5sum = ""c218613e17403042fdb22b6f83de467e"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Gating_strategy_log_scale.png"", url = ""https://flowrepository.org/experiments/746/attachments/1217/download"", size = 526877, md5sum = ""062656697f362c5d653975035f743c59"", localpath = NULL)",459,30
FR-FCM-ZZNF,cell cycle formamide,Maurizio Carbonari,Maurizio Carbonari,NA,11,11
FR-FCM-ZZNK,OMIP 026 Manuscript Resub,Adam Mailloux,Adam Mailloux,NA,18,18
FR-FCM-ZZNR,Contrasting frequencies and effects of cis- and trans-regulatory mutations affecting gene expression,Patricia Wittkopp,Brian Metzger,NA,13824,30
FR-FCM-ZZNV,Peripheral Blood Mononuclear Cell Profiling using Fluidigm's Peripheral Blood Panel,Yann Abraham,Yann Abraham,NA,3,3
FR-FCM-ZZXZ,Contrasting frequencies and effects of cis- and trans-regulatory mutations affecting gene expression,Patricia Wittkopp,Brian Metzger,NA,13824,30
FR-FCM-ZZXY,Hematopoietic phenotype changes as a result of loss of Meis1 expression in mouse bone marrow,Michelle Miller,Michelle Miller,NA,127,30
FR-FCM-ZZX2,Hematopoietic phenotype changes as a result of loss of Meis1 expression with or without NAC treatment  in mouse bone marrow,Michelle Miller,Michelle Miller,NA,96,30
FR-FCM-ZZX4,multispectral flow,Toralf Kaiser,Toralf Kaiser,NA,135,30
FR-FCM-ZZX6,Profiling of Polarized Monocytes I,Yann Abraham,Yann Abraham,NA,23,23
FR-FCM-ZZX7,Profiling of Polarized Monocytes II,Yann Abraham,Yann Abraham,NA,20,20
FR-FCM-ZZX8,Flow-FISH,angelique biancotto,angelique biancotto,"new(""attachmentProxy"", description = NULL, name = ""FF_030614good.jo"", url = ""https://flowrepository.org/experiments/776/attachments/1271/download"", size = 231203, md5sum = ""f3f4b3e25779cc1b7bde0a1ecb5b92b5"", localpath = NULL)",10,10
FR-FCM-ZZX9,OMIP-035: Nonhuman Primate NK cell functional assay,Eva Rakasz,Eva Rakasz,"new(""attachmentProxy"", description = NULL, name = ""20151210_Workspace.jo"", url = ""https://flowrepository.org/experiments/777/attachments/1272/download"", size = 1073227, md5sum = ""2751343d7b498edf296da5d2fd39c5f6"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""NK_function_20151210.xlsx"", url = ""https://flowrepository.org/experiments/777/attachments/1273/download"", size = 40544, md5sum = ""19e6545423b265ffc247b7cab9b604df"", localpath = NULL)",29,29
FR-FCM-ZZP6,Flow Cytometric Analysis of Murine Microbiota in T Cell Transfer Colitis 1,Hyun-Dong Chang,Jakob Zimmermann,NA,58,30
FR-FCM-ZZP8,Assessment of stability of the flow cytometric microbiota profile prior to formaldehyde fixation,Hyun-Dong Chang,Jakob Zimmermann,NA,14,14
FR-FCM-ZZPA,Exploiting single-cell quantitative data to map genetic variants having probabilistic effects,Gael Yvert,Magali Richard,"new(""attachmentProxy"", description = NULL, name = ""annos.csv"", url = ""https://flowrepository.org/experiments/810/attachments/1301/download"", size = 24599, md5sum = ""c83930ba09042aa62d8306a0936230ea"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MIFlowCyt_file_mrichard.docx"", url = ""https://flowrepository.org/experiments/810/attachments/1302/download"", size = 114431, md5sum = ""0ef3da5b737fc5a657db09c81327cd58"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""segregrants_IDs.txt"", url = ""https://flowrepository.org/experiments/810/attachments/1304/download"", size = 937, md5sum = ""5673e1da4406a8134abf003f3b59d94a"", localpath = NULL)",816,30
FR-FCM-ZZPB,1001genomes AFBs,Jennifer Nemhauser,Clay Wright,"new(""attachmentProxy"", description = ""CSV table of sample information"", name = ""annotation.txt"", url = ""https://flowrepository.org/experiments/811/attachments/1305/download"", size = 21135, md5sum = ""c3bcb00e5846def48c783c266a941006"", localpath = NULL)",330,30
FR-FCM-ZZPC,iPSC-derived NSPCs,Masaya Nakamura,Keiko Sugai,NA,30,30
FR-FCM-ZZPH,Comparison of clustering methods for high-dimensional single-cell flow and mass cytometry (CyTOF) data,Lukas Weber,Lukas Weber,"new(""attachmentProxy"", description = NULL, name = ""population_names_Levine_32dim.txt"", url = ""https://flowrepository.org/experiments/817/attachments/1514/download"", size = 246, md5sum = ""e4d318661ef6c7e286faaaac9ff6cb2a"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""population_names_Levine_13dim.txt"", url = ""https://flowrepository.org/experiments/817/attachments/1515/download"", size = 487, md5sum = ""4e520f82412532168172458fb29068aa"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""population_names_Samusik.txt"", url = ""https://flowrepository.org/experiments/817/attachments/1516/download"", size = 371, md5sum = ""acfeb6faa03f5d7726d520da1a20d504"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""GatingML_Nilsson_rare.xml"", url = ""https://flowrepository.org/experiments/817/attachments/1517/download"", size = 23099, md5sum = ""75244268c32494f4ae3223e56446fbe4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""GatingML_Mosmann_rare.xml"", url = ""https://flowrepository.org/experiments/817/attachments/1518/download"", size = 13725, md5sum = ""2e8826ca054bc528a6d9b712b48e1e95"", localpath = NULL)",14,14
FR-FCM-ZZQY,General immune cell panel on BL6 WT Spleens,Yvan Saeys,Sofie Van Gassen,"new(""attachmentProxy"", description = NULL, name = ""manual.png"", url = ""https://flowrepository.org/experiments/833/attachments/1313/download"", size = 200502, md5sum = ""9fe41f10cfd0018f9447bd26e11389ac"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""CompensationFlowJo.csv"", url = ""https://flowrepository.org/experiments/833/attachments/1314/download"", size = 1986, md5sum = ""3104967d8f7bdb0aaec847e1173bc35c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""151030_21-10-15_Tube_028.fcs_gates.xml"", url = ""https://flowrepository.org/experiments/833/attachments/1315/download"", size = 35636, md5sum = ""01998f16fd9c26fe692818eb1c32b5c3"", localpath = NULL)",4,4
FR-FCM-ZZQ7,WGA488 HEK293 staining,Alan Stern,Alan Stern,NA,5,5
FR-FCM-ZZQ8,WGA488 U87 staining,Alan Stern,Alan Stern,"new(""attachmentProxy"", description = NULL, name = ""experiment_14017_files.zip"", url = ""https://flowrepository.org/experiments/840/attachments/1318/download"", size = 3243393, md5sum = ""fb0926a0bc58d24d804c5a6bebba87bb"", localpath = NULL)",5,5
FR-FCM-ZZQ9,WGA 488 PBMC staining,Alan Stern,Alan Stern,"new(""attachmentProxy"", description = NULL, name = ""8006_WGA_488_flow.pdf"", url = ""https://flowrepository.org/experiments/841/attachments/1319/download"", size = 87348, md5sum = ""b15ba49870a463043f11610fad709f05"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""8006_canon_blood.pdf"", url = ""https://flowrepository.org/experiments/841/attachments/1320/download"", size = 104447, md5sum = ""10f7d7a43f9cf08b4dbc020f62626262"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""wga_flow_blood2.fey"", url = ""https://flowrepository.org/experiments/841/attachments/1321/download"", size = 56509, md5sum = ""28849e57be70b998e06bc81f7accbf19"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""WGA_figs-final.pptx"", url = ""https://flowrepository.org/experiments/841/attachments/1322/download"", size = 710235, md5sum = ""23870d2b31bfa8ccd9725c85831088ee"", localpath = NULL)",10,10
FR-FCM-ZZQA,WGA staining of human whole blood analyzed by mass cytometry,Adeeb Rahman,Adeeb Rahman,NA,10,10
FR-FCM-ZZQB,Titration and validation of osmium tetroxide staining for mass cytometry,Adeeb Rahman,Adeeb Rahman,NA,4,4
FR-FCM-ZZQC,WGA and OsO4 costaining of human whole blood for mass cytometry analysis,Adeeb Rahman,Adeeb Rahman,NA,7,7
FR-FCM-ZZQM,Heterogeneity and plasmid copy number of E. coli carrying pSEVA plasmids,Michael Jahn,Michael Jahn,NA,62,30
FR-FCM-ZZQX,metacommunity analysis full scale WWTP,Susanne Günther,Susanne Günther,NA,300,30
FR-FCM-ZZQP,OMIP-036: Coinhibitory Receptors,Zachary Healy,Zachary Healy,NA,247,30
FR-FCM-ZZQQ,innate myeloid leukocytes in human and non-human primates,Antonio Cosma,Antonio Cosma,NA,31,30
FR-FCM-ZZR6,FRET automatic program,Kerstin von Kolontaj,Kerstin von Kolontaj,"new(""attachmentProxy"", description = NULL, name = ""A488_Donor.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1349/download"", size = 2083779, md5sum = ""897e3927e52aba0ad4d40cf59daa4107"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""A555_Acceptor.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1350/download"", size = 2640924, md5sum = ""99b53fb4236bed3dfd5dbfee3e2aaa00"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Alexa_Blank.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1351/download"", size = 2304931, md5sum = ""8cad0cc08eb40b9c2c4f285e666c1e45"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Alexa_SEB.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1353/download"", size = 2112597, md5sum = ""0529d6095504a578495a4a7f63553884"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Alexa_nA.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1354/download"", size = 2645058, md5sum = ""c7307c67439cefd6ddb88c0e2f2e7687"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Beads_Acceptor.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1355/download"", size = 966278, md5sum = ""98f12b039d97f80273be2ea56efc7142"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Beads_Blank.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1356/download"", size = 1408631, md5sum = ""2449439f792c2229896aaa15fffc1425"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Beads_Donor.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1357/download"", size = 1392256, md5sum = ""1dc6503621ad28446334be51257babae"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Beads_DoubleLabeled.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1358/download"", size = 671354, md5sum = ""57715755d55e1bd7836c7e9d7fefd38a"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FITC_Acceptor.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1360/download"", size = 4208675, md5sum = ""b17fef72e72c0a84be3965f390921168"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""VB_FITC_Blank.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1361/download"", size = 2664403, md5sum = ""431824e6fb4083ba72e8e9d34a00bafa"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""VB_FITC_SEB.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1363/download"", size = 3055660, md5sum = ""6c83ebc1d92a4b8616eaf788e4cb4bb9"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""VB_FITC_nA.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1364/download"", size = 4712488, md5sum = ""6183b557a795fa3027866f62acb2e426"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""VioBlue_Donor.mqd"", url = ""https://flowrepository.org/experiments/870/attachments/1365/download"", size = 4339739, md5sum = ""0f36c2bdbba4cca78aaa3810c0af7e18"", localpath = NULL)",17,17
FR-FCM-ZZRA,Saccharomyces cerevisiae biosensors shake flasks biological rep 1 & 2,Daniel Brink,Daniel Brink,NA,360,30
FR-FCM-ZZRB,Saccharomyces cerevisiae biosensors microtiter plate biological rep 1,Daniel Brink,Daniel Brink,NA,216,30
FR-FCM-ZZRC,Saccharomyces cerevisiae biosensors microtiter plate biological rep 2,Daniel Brink,Daniel Brink,NA,216,30
FR-FCM-ZZRD,Saccharomyces cerevisiae biosensors xylose titer and time biological rep 1,Daniel Brink,Daniel Brink,NA,180,30
FR-FCM-ZZRE,Saccharomyces cerevisiae biosensors xylose titer and time biological rep 2,Daniel Brink,Daniel Brink,NA,180,30
FR-FCM-ZZRQ,"Cell populations after application of ""CD1c+ DC isolation kit""",Lisa Richter,Lisa Richter,"new(""attachmentProxy"", description = ""analysis layout example"", name = ""08-Apr-2016-Layout_both_donors.pdf"", url = ""https://flowrepository.org/experiments/890/attachments/1383/download"", size = 972275, md5sum = ""1af5571c040904ef202ec0a33412e3d7"", localpath = NULL)|new(""attachmentProxy"", description = ""flow jo workspace"", name = ""08-Apr-2016.wsp"", url = ""https://flowrepository.org/experiments/890/attachments/1389/download"", size = 1059412, md5sum = ""3c83b0805468422ee74a9a0fce603d29"", localpath = NULL)",20,20
FR-FCM-ZZRS,Phenotyping of CD1c+ isolated PBMCs,Lisa Richter,Lisa Richter,"new(""attachmentProxy"", description = ""flow jo workspace"", name = ""20140808_new.wsp"", url = ""https://flowrepository.org/experiments/892/attachments/1388/download"", size = 2008352, md5sum = ""c104e32938833d4e27ac077822f4bcba"", localpath = NULL)|new(""attachmentProxy"", description = ""analysis layout example"", name = ""20140808-Layout_new.pdf"", url = ""https://flowrepository.org/experiments/892/attachments/1390/download"", size = 5946309, md5sum = ""d1a06789334e994fb1896e9e329a66a8"", localpath = NULL)",8,8
FR-FCM-ZZRT,Pre-separation of PBMCs using CD14-beads before application of CD1c+ DC isolation kit,Lisa Richter,Lisa Richter,"new(""attachmentProxy"", description = ""flow jo workspace"", name = ""26-Apr-2016.wsp"", url = ""https://flowrepository.org/experiments/893/attachments/1391/download"", size = 901457, md5sum = ""28872d701f652960dc40641e2f00c7cf"", localpath = NULL)",2,2
FR-FCM-ZZRU,V-Log Transform Files,Charles Bagwell,Charles Bagwell,NA,3,3
FR-FCM-ZZRV,Coculture of CD4+ naive T cells with CD1c+ monocytes or CD1c+ DCs isolated from blood,Lisa Richter,Lisa Richter,NA,3,3
FR-FCM-ZZSZ,CD4+ CyTOF-2 HIV,Aurélien Corneau,Aurélien Corneau,NA,12,12
FR-FCM-ZZS3,multiparametric analysis of complex cellular response,Karel Soucek,Šárka Šimečková,"new(""attachmentProxy"", description = NULL, name = ""S1_S2_technical_specifications.xlsx"", url = ""https://flowrepository.org/experiments/899/attachments/1535/download"", size = 24282, md5sum = ""e68b6d7a86b4f79251798ed7d9c5af32"", localpath = NULL)",61,30
FR-FCM-ZZS4,Mouse and human chromosome sorting,Yu-yan Jia,Yu-yan Jia,NA,6,6
FR-FCM-ZZSC,OMIP-037: 16-color panel to measure inhibitory receptor signatures from multiple human immune cell subsets,Anna Belkina,Anna Belkina,NA,19,19
FR-FCM-ZZSG,Abundance gradients,Ruben Props,Peter Rubbens,NA,137,30
FR-FCM-ZZSH,Axenic Cultures,Peter Rubbens,Peter Rubbens,"new(""attachmentProxy"", description = ""Overview of species, after digital gating strategy."", name = ""SI_species_profiles.png"", url = ""https://flowrepository.org/experiments/913/attachments/2552/download"", size = 805684, md5sum = ""386a9125ca7053ea942b214d1b1971a7"", localpath = NULL)",80,30
FR-FCM-ZZSX,A flowcytometric analysis to efficiently quantify multiple innate immune cells and T cell subsets in clinical studies,Dominik Draxler,Dominik Draxler,"new(""attachmentProxy"", description = NULL, name = ""flow_gating_V1-V3.wsp"", url = ""https://flowrepository.org/experiments/920/attachments/1451/download"", size = 5544024, md5sum = ""2f02a85e2d9fb7a26202c4c0506c086f"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""flow_gating_V4-V6.wsp"", url = ""https://flowrepository.org/experiments/920/attachments/1452/download"", size = 4156053, md5sum = ""662e95410a5d3d93c26feedb94f501b8"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FMOs.wsp"", url = ""https://flowrepository.org/experiments/920/attachments/2030/download"", size = 5670680, md5sum = ""4d52e6895b1d29e99eed763df6dd91be"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""titration_experiment.wsp"", url = ""https://flowrepository.org/experiments/920/attachments/2031/download"", size = 5008241, md5sum = ""311bfd3a86180091ec1704b80c2a5643"", localpath = NULL)",232,30
FR-FCM-ZZSQ,In depth comparative phenotyping of blood innate myeloid leukocytes from healthy humans and macaques using mass cytometry_Human-dataset,Jamila Younes,Jamila Younes,"new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure1.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2053/download"", size = 341497, md5sum = ""ea0380bd2df611f774b41b1d5e841f35"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure2.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2055/download"", size = 135051, md5sum = ""05a6091b49f455b067545b72596e2b8f"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure3.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2056/download"", size = 86161, md5sum = ""0252fa17c6da2c7bd1c4be74bc268d4d"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure4.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2057/download"", size = 373761, md5sum = ""e62515e6d13fb3e258205f98aa097d33"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure5.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2058/download"", size = 860487, md5sum = ""ddca0d445ffcf6e14053639be87b76f0"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure6.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2059/download"", size = 2842564, md5sum = ""d077f54475422cb865e1b83d3c32a0c4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure7.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2060/download"", size = 85029, md5sum = ""c074aa94c0e634f7b537f9689d2cb427"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure8.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2061/download"", size = 85084, md5sum = ""9e70c445187c187d8aee74983097e0ba"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryTable1.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2062/download"", size = 137075, md5sum = ""62d88a0f3e411689be3d8f29070c32d9"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryTable2.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2063/download"", size = 175869, md5sum = ""b394f38e5e0acb7a910434e9e1c30089"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryTable3.pdf"", url = ""https://flowrepository.org/experiments/922/attachments/2064/download"", size = 208788, md5sum = ""3741747e283005f889ffe277dfd73002"", localpath = NULL)",26,26
FR-FCM-ZZSR,In depth comparative phenotyping of blood innate myeloid leukocytes from healthy humans and macaques using mass cytometry_Macaque-dataset,Jamila Younes,Jamila Younes,"new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure1.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2054/download"", size = 341497, md5sum = ""ea0380bd2df611f774b41b1d5e841f35"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure2.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2065/download"", size = 135051, md5sum = ""05a6091b49f455b067545b72596e2b8f"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure3.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2066/download"", size = 86161, md5sum = ""0252fa17c6da2c7bd1c4be74bc268d4d"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure4.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2067/download"", size = 373761, md5sum = ""e62515e6d13fb3e258205f98aa097d33"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure5.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2068/download"", size = 860487, md5sum = ""ddca0d445ffcf6e14053639be87b76f0"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure6.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2069/download"", size = 2842564, md5sum = ""d077f54475422cb865e1b83d3c32a0c4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure7.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2070/download"", size = 85029, md5sum = ""c074aa94c0e634f7b537f9689d2cb427"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryFigure8.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2071/download"", size = 85084, md5sum = ""9e70c445187c187d8aee74983097e0ba"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryTable1.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2072/download"", size = 137075, md5sum = ""62d88a0f3e411689be3d8f29070c32d9"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryTable2.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2073/download"", size = 175869, md5sum = ""b394f38e5e0acb7a910434e9e1c30089"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""05_manuscript-SupplementaryTable3.pdf"", url = ""https://flowrepository.org/experiments/923/attachments/2074/download"", size = 208788, md5sum = ""3741747e283005f889ffe277dfd73002"", localpath = NULL)",5,5
FR-FCM-ZZTY,Standardization and Quality Control for High-Dimensional Mass Cytometry Studies of Human Samples,Katja Kleinsteuber,Katja Kleinsteuber,NA,7,7
FR-FCM-ZZT6,2016_Koff,Dirk Busch,Magdalena Nauerth,"new(""attachmentProxy"", description = NULL, name = ""Data_Nauerth_CytometryPartA.jo"", url = ""https://flowrepository.org/experiments/934/attachments/1459/download"", size = 121871, md5sum = ""df2562f91d4879258e92a33b6248a289"", localpath = NULL)",13,13
FR-FCM-ZZT8,DRGFP+APEsh_WT(7gg),Antonio Pezone,Antonio Pezone,NA,4,4
FR-FCM-ZZT9,TRF2,angelique biancotto,angelique biancotto,NA,18,18
