exp_id,version,filename,size,creator,n_params
FR-FCM-ZZQP,FCS3.0,CD3 2f 49d FMO_FMO BTLA_029.fcs,40800632,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Compensation Controls_CTLA-4 PE-CF594 532nm_610 2f 20_Grn D Stained Control_051.fcs,505244,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD3 2f 49d FMO_FMO CD45RA_021.fcs,50657436,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CTLA-4 PE-CF594_2_5_034.fcs,25070475,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD3 2f 49d FMO_Full Stain_031.fcs,43403138,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Compensation Controls_KLRG1 AF647 640nm_660 2f 20_Red C Stained Control_040.fcs,505233,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD4 BUV496_0_16_017.fcs,35131565,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD4 BUV496_CD4 FITC_018.fcs,25163171,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Full Stain - CD3 2f 49d_dA69 with tetramer_038.fcs,71010490,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Autofluorescence_AF2_002.fcs,30774355,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,LAG-3 PE-Cy7_10_018.fcs,30109564,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Compensation Controls_CD160 PcP-Cy5 488nm_710 2f 50_Blue A Stained Control_043.fcs,505241,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD28 BV421_0_16_007.fcs,27225369,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD160 PerCP-Cy55_0_16_014.fcs,13920382,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD14 BV510_5_026.fcs,36435956,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD127 BV650_1_25_036.fcs,34542368,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD160 PerCP-Cy55_0_31_013.fcs,15978382,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD19 BV510 Titration_0_16_007.fcs,54150151,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Full Stain - Contol_dZ_033.fcs,33876635,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,BTLA BV421_10_047.fcs,37901161,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,KLRG1 APC_10_004.fcs,29609154,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD160 PerCP-Cy55_0_63_012.fcs,17154382,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD57 PerCP-Cy55_0_16_021.fcs,16259179,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,BTLA BV421_1_25_050.fcs,42348365,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD45RA BV510_CD45RA 2_5 uL_014.fcs,10144700,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,TIM-3 BV605_2_5_013.fcs,27300363,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CD45RA BB515_0_125_057.fcs,35091973,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,Control FMO_AF_016.fcs,47705419,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQP,FCS3.0,CCR7 BV785_0_63_036.fcs,34035962,BD FACSDiva Software Version 8.0,25
FR-FCM-ZZQQ,FCS3.0,BC641 BPD19 concat.fcs,49187460,PengQiu FCS writer,45
FR-FCM-ZZQQ,FCS3.0,7058_D0_20131110_Norm_cct_normalized.fcs,67679019,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7041_D0_20131022_Norm_cct_normalized.fcs,75841896,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7044_D0_20131101_Norm_cct_normalized.fcs,74342559,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7023_D0_20131003_Norm_cct_normalized.fcs,62458334,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7061_D0_20131110_Norm_cct_normalized.fcs,40795018,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7040_D0_20131022_Norm_cct_normalized.fcs,70387135,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7015_D0_20130920_Norm_cct_normalized.fcs,143285802,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7003_D0_20130908_Norm_cct_normalized.fcs,98564730,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7028_D0_20131003_Norm_cct_normalized.fcs,92893131,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7017_D0_20130920_Norm_cct_normalized.fcs,69310719,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7075_D0_20131123_Norm_cct_normalized.fcs,62285852,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,BD619 BPD19 concat.fcs,48573840,PengQiu FCS writer,45
FR-FCM-ZZQQ,FCS3.0,7069_D0_20131123_Norm_cct_normalized.fcs,69843813,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7060_D0_20131110_Norm_cct_normalized.fcs,82124402,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7042_D0_20131101_Norm_cct_normalized.fcs,77262575,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7038_D0_20131022_Norm_cct_normalized.fcs,97605004,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7055_D0_20131110_Norm_cct_normalized.fcs,51832671,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7030_D0_20131013_Norm_cct_normalized.fcs,62235335,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,BD620 BPD19 concat.fcs,40126440,PengQiu FCS writer,45
FR-FCM-ZZQQ,FCS3.0,7037_D0_20131101_Norm_cct_normalized.fcs,77266965,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7006_D0_20130908_Norm_cct_normalized.fcs,77655927,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7068_D0_20131123_Norm_cct_normalized.fcs,72969230,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7074_D0_20131123_Norm_cct_normalized.fcs,88487323,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,BB231 BPD19 concat.fcs,34149180,PengQiu FCS writer,45
FR-FCM-ZZQQ,FCS3.0,7016_D0_20130920_Norm_cct_normalized.fcs,61507051,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7063_D0_20131110_Norm_cct_normalized.fcs,72609135,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7057_D0_20131110_Norm_cct_normalized.fcs,38681254,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,7012_D0_20130920_Norm_cct_normalized.fcs,55887900,PengQiu FCS writer,44
FR-FCM-ZZQQ,FCS3.0,BB078 BPD19 concat.fcs,31701180,PengQiu FCS writer,45
FR-FCM-ZZR6,FCS3.0,A488_Donor.fcs,1569610,NA,21
FR-FCM-ZZR6,FCS3.0,A555_Acceptor.fcs,2059084,NA,21
FR-FCM-ZZR6,FCS3.0,Alexa_Blank.fcs,1765835,NA,21
FR-FCM-ZZR6,FCS3.0,Alexa_FRET.fcs,687073,NA,7
FR-FCM-ZZR6,FCS3.0,Alexa_SEB.fcs,1595915,NA,21
FR-FCM-ZZR6,FCS3.0,Alexa_nA.fcs,2060097,NA,21
FR-FCM-ZZR6,FCS3.0,Beads_Acceptor.fcs,749216,NA,21
FR-FCM-ZZR6,FCS3.0,Beads_Blank.fcs,1138044,NA,21
FR-FCM-ZZR6,FCS3.0,Beads_Donor.fcs,1123095,NA,21
FR-FCM-ZZR6,FCS3.0,Beads_DoubleLabeled.fcs,491421,NA,21
FR-FCM-ZZR6,FCS3.0,Beads_FRET.fcs,628047,NA,7
FR-FCM-ZZR6,FCS3.0,FITC_Acceptor.fcs,3585012,NA,21
FR-FCM-ZZR6,FCS3.0,VB_FITC_Blank.fcs,2233360,NA,21
FR-FCM-ZZR6,FCS3.0,VB_FITC_FRET.fcs,1342536,NA,7
FR-FCM-ZZR6,FCS3.0,VB_FITC_SEB.fcs,2568947,NA,21
FR-FCM-ZZR6,FCS3.0,VB_FITC_nA.fcs,4026434,NA,21
FR-FCM-ZZR6,FCS3.0,VioBlue_Donor.fcs,3698160,NA,21
FR-FCM-ZZRA,FCS3.0,3711 gluc1 bio-rep1 4h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3717 gluc1 bio-rep1 4h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3714 gluc20 bio-rep4 6h.fcs,5602567,NA,14
FR-FCM-ZZRA,FCS3.0,3715 gluc1 bio-rep2 7h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3713 gluc1 bio-rep2 4h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3717 gluc1 bio-rep1 2h.fcs,5602552,NA,14
FR-FCM-ZZRA,FCS3.0,3716 gluc20 bio-rep2 24h.fcs,5602555,NA,14
FR-FCM-ZZRA,FCS3.0,3717 gluc20 bio-rep2 4h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3713 gluc20 bio-rep2 5h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3716 gluc20 bio-rep1 bio-rep1 0h.fcs,5602554,NA,14
FR-FCM-ZZRA,FCS3.0,3716 gluc1 bio-rep2 6h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3716 gluc20 bio-rep2 8h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3718 gluc1 bio-rep1 7h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3712 gluc20 bio-rep1 3h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3712 gluc1 bio-rep2 2h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3714 gluc1 bio-rep2 2h.fcs,5602552,NA,14
FR-FCM-ZZRA,FCS3.0,3715 gluc20 bio-rep2 3h.fcs,5602554,NA,14
FR-FCM-ZZRA,FCS3.0,3712 gluc20 bio-rep1 4h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3713 gluc1 bio-rep2 24h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3714 gluc1 bio-rep1 4h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3717 gluc1 bio-rep2 24h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3716 gluc1 bio-rep2 1h.fcs,5602552,NA,14
FR-FCM-ZZRA,FCS3.0,3714 gluc1 bio-rep1 0h.fcs,5602552,NA,14
FR-FCM-ZZRA,FCS3.0,3715 gluc1 bio-rep1 24h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3711 gluc1 bio-rep1 3h.fcs,5602552,NA,14
FR-FCM-ZZRA,FCS3.0,3715 gluc20 bio-rep1 6h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3715 gluc20 bio-rep2 4h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3716 gluc20 bio-rep1 bio-rep1 4h.fcs,5602553,NA,14
FR-FCM-ZZRA,FCS3.0,3717 gluc20 bio-rep3 7h.fcs,5602551,NA,14
FR-FCM-ZZRA,FCS3.0,3717 gluc1 bio-rep1 0h.fcs,5602552,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50gluc5 3713 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50gluc5 3715 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3712 xyl50 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc20 3717 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50gluc5 3717 rep1 6h.fcs,562527,NA,14
FR-FCM-ZZRB,FCS3.0,YNB 3711 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,glyc3 3715 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50 3718 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3712 gluc1 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50 3714_1 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc1 3713 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc1 3714_1 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc20 3713 rep1 0h.fcs,562527,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50 3715 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc1 3711 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3712 xyl50gluc5 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3719 gluc20 rep1 6h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50gluc5 3714_1 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,glyc3 3717 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3719 xyl50glyc3 rep1 3h.fcs,562530,NA,14
FR-FCM-ZZRB,FCS3.0,3712 YNB rep1 6h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50glyc3 3715 rep1 6h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,YNB 3714_1 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3719 gluc1 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3712 gluc5 rep1 6h.fcs,562527,NA,14
FR-FCM-ZZRB,FCS3.0,glyc3 3718 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc20 3715 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,3712 gluc20 rep1 6h.fcs,562527,NA,14
FR-FCM-ZZRB,FCS3.0,xyl50 3716 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRB,FCS3.0,gluc5 3714_1 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50glyc3 3711 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50gluc5 3716 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50gluc5 3714 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50 3716 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50gluc5 3717 rep2 6h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,glyc3 3713 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,3712 xyl50gluc5 rep2 6h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50 3717 rep2 6h.fcs,562530,NA,14
FR-FCM-ZZRC,FCS3.0,3719 glyc3 rep2 6h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50 3718 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,glyc3 3713 rep2 6h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,glyc3 3716 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,gluc20 3711 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,3712 gluc5 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50glyc3 3715 rep2 6h.fcs,562527,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50gluc5 3717 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,YNB 3711 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,gluc5 3711 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,3719 YNB rep2 0h.fcs,562530,NA,14
FR-FCM-ZZRC,FCS3.0,3712 xyl50glyc3 rep2 3h.fcs,562530,NA,14
FR-FCM-ZZRC,FCS3.0,gluc5 3717 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,gluc20 3717 rep2 6h.fcs,562527,NA,14
FR-FCM-ZZRC,FCS3.0,gluc5 3718 rep2 6h.fcs,562527,NA,14
FR-FCM-ZZRC,FCS3.0,glyc3 3718 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,3712 gluc20 rep2 6h.fcs,562527,NA,14
FR-FCM-ZZRC,FCS3.0,gluc1 3714 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,glyc3 3717 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,YNB 3718 rep2 6h.fcs,562530,NA,14
FR-FCM-ZZRC,FCS3.0,gluc1 3714 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRC,FCS3.0,xyl50 3717 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3718 xyl25 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3715 xyl100 rep1 6h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3713 xyl75 rep1 6h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3715 xyl50 rep1 3h.fcs,562532,NA,14
FR-FCM-ZZRD,FCS3.0,3717 xyl100 rep1 9h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3713 xyl25 rep1 3h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3714 YNB rep1 6h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3718 xyl50 rep1 6h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3712 xyl100 rep1 6h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3717 xyl25 rep1 3h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3711 xyl100 rep1 3h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3717 YNB rep1 3h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3712 YNB rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3712 xyl100 rep1 9h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3718 xyl50 rep1 0h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3719 xyl100 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3711 xyl25 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3719 xyl100 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3714 xyl25 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3718 xyl50 rep1 3h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3719 xyl50 rep1 9h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3712 xyl50 rep1 9h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3719 xyl100 rep1 6h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3716 xyl25 rep1 0h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3712 YNB rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3714 xyl75 rep1 6h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3719 xyl75 rep1 3h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3718 xyl25 rep1 9h.fcs,562529,NA,14
FR-FCM-ZZRD,FCS3.0,3714 xyl100 rep1 9h.fcs,562530,NA,14
FR-FCM-ZZRD,FCS3.0,3716 YNB rep1 9h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3713 xyl75 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3717 YNB rep2 3h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3718 xyl100 rep2 9h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3711 xyl50 rep2 6h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3713 YNB rep2 3h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3712 YNB rep2 3h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3715 xyl75 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3716 xyl75 rep2 9h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3711 YNB rep2 3h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3714 xyl100 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3715 xyl25 rep2 6h.fcs,562530,NA,14
FR-FCM-ZZRE,FCS3.0,3719 xyl75 rep2 6h.fcs,562530,NA,14
FR-FCM-ZZRE,FCS3.0,3714 xyl25 rep2 3h.fcs,562530,NA,14
FR-FCM-ZZRE,FCS3.0,3713 YNB rep2 6h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3717 xyl25 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3719 xyl100 rep2 9h.fcs,562530,NA,14
FR-FCM-ZZRE,FCS3.0,3712 xyl100 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3715 xyl75 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3717 xyl75 rep2 6h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3719 YNB rep2 3h.fcs,562532,NA,14
FR-FCM-ZZRE,FCS3.0,3711 xyl100 rep2 9h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3718 xyl25 rep2 9h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3714 YNB rep2 0h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3714 xyl50 rep2 9h.fcs,562530,NA,14
FR-FCM-ZZRE,FCS3.0,3718 xyl25 rep2 3h.fcs,562530,NA,14
FR-FCM-ZZRE,FCS3.0,3712 xyl75 rep2 3h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3712 YNB rep2 6h.fcs,562531,NA,14
FR-FCM-ZZRE,FCS3.0,3712 xyl50 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3711 xyl75 rep2 0h.fcs,562529,NA,14
FR-FCM-ZZRE,FCS3.0,3712 xyl75 rep2 9h.fcs,562530,NA,14
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 1 -PE_003.fcs,23925598,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 1 CD1cpos CD20_005.fcs,7464123,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 1 CD1cpos CD56_002.fcs,4074363,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 1 rest CD20_004.fcs,31525557,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 1 rest CD56_001.fcs,43516789,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 2 -PE_008.fcs,30171422,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 2 CD1cpos CD20_010.fcs,4865275,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 2 CD1cpos CD56_007.fcs,3761083,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 2 rest CD20_009.fcs,31420725,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Specimen_001_donor 2 rest CD56_006.fcs,50130613,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_CD11c APC Stained Control_006.fcs,323281,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_CD14 Pacific Blue Stained Control_010.fcs,323297,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_CD15 Alexa Fluor 488 Stained Control_005.fcs,323302,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_CD16 PE-Cy7 Stained Control_009.fcs,323284,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,"Compensation Controls_CD45 V525,2f,50 Stained Control_012.fcs",323291,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_HLADR BV605 Stained Control_011.fcs,323288,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_PerCP-Cy5-5 Stained Control_013.fcs,323275,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_Unstained Control_004.fcs,323253,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_calprotectin PE Stained Control_008.fcs,323303,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRQ,FCS3.0,Compensation Controls_deadlive APC-Cy7 Stained Control_007.fcs,323299,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,isolated_donor 1 negative fraction_009.fcs,33032319,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,isolated_donor 1 positive fraction_010.fcs,1882053,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,isolated_donor 2 negative fraction_012.fcs,32044350,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,isolated_donor 2 positive fraction_011.fcs,2124094,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,native_donor 1_001.fcs,139756504,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,native_donor 2_002.fcs,160003352,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,isolated_donor 1 RPMI_001.fcs,6075828,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRS,FCS3.0,isolated_donor 2 RPMI_002.fcs,7782514,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRT,FCS3.0,Specimen_001_CD14- TREM1_003.fcs,1292746,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRT,FCS3.0,Specimen_001_full TREM1_001.fcs,1346313,BD FACSDiva Software Version 7.0,16
FR-FCM-ZZRU,FCS3.0,120215-Mike-Flu-Study 30-885 ctrl_01.FCS,208971231,NA,49
FR-FCM-ZZRU,FCS3.1,A1 .fcs,5596483,NA,94
FR-FCM-ZZRU,FCS3.0,Specimen_001_d1320 a.fcs,72030388,BD FACSDiva Software Version 6.1.3,16
